ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
206,7094,70089,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
207,7094,70089,70046,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
208,7095,70090,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
209,7095,70090,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
210,7096,70091,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
211,7096,70091,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
212,7097,70092,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
213,7097,70092,70047,1,5,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
214,7097,70092,70052,1,5,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
215,7098,70093,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
216,7098,70093,70052,1,5,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
217,7098,70093,70079,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
218,7099,70094,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
219,7099,70094,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
220,7100,70095,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
221,7100,70095,70060,1,10,2,,,Jd,115,FLd,4,2,10,79,12,9,11,1.39,0.87,17,79,11,10,11,1.5,0.26
222,7101,70096,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
223,7101,70096,70072,1,10,2,,,Pgh,163,PZg,153,2,2,86,10,4,12,1.31,1.97,3,85,10,5,12,1.54,0.91
224,7102,70097,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
225,7102,70097,70073,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
226,7103,70098,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
227,7103,70098,70074,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
228,7104,70099,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
229,7104,70099,70075,1,10,2,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
230,7105,70100,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
231,7105,70100,70052,1,5,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
232,7105,70100,70078,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
233,7106,70101,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
234,7106,70101,70078,1,5,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
235,7106,70101,70079,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
236,7107,70102,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
237,7107,70102,70047,1,5,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
238,7107,70102,70079,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
239,7108,70103,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
240,7108,70103,70079,1,10,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
241,7109,70104,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
242,7109,70104,70085,1,10,2,,,Th,194,ANh,32,5,4,72,16,12,11,0.99,3.43,10,62,21,17,11,0.94,1.66
243,7110,70105,70011,1,90,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
244,7110,70105,70093,1,10,2,,,Wd,210,PLd,139,2,4,42,38,20,9,1.38,1.14,4,28,29,43,3,1.41,0.37
245,7111,70106,70011,1,100,1,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
246,7112,70107,70012,1,80,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
247,7112,70107,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
248,7112,70107,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
249,7113,70108,70012,1,90,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
250,7113,70108,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
251,7114,70109,70012,1,90,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
252,7114,70109,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
253,7115,70110,70012,1,90,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
254,7115,70110,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
255,7116,70111,70012,1,90,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
256,7116,70111,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
257,7117,70112,70012,1,100,1,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
258,7118,70113,70013,1,90,1,,,Oe,158,HSl,87,1,,37,24,39,3,0.26,35.27,,30,31,39,5,0.16,33.85
259,7118,70113,70037,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
260,7119,70114,70013,1,90,1,,,Oe,158,HSl,87,1,,37,24,39,3,0.26,35.27,,30,31,39,5,0.16,33.85
261,7119,70114,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
262,7120,70115,70013,1,90,1,,,Oe,158,HSl,87,1,,37,24,39,3,0.26,35.27,,30,31,39,5,0.16,33.85
263,7120,70115,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
264,7121,70116,70013,1,90,1,,,Oe,158,HSl,87,1,,37,24,39,3,0.26,35.27,,30,31,39,5,0.16,33.85
265,7121,70116,70073,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
266,7122,70117,70013,1,100,1,,,Oe,158,HSl,87,1,,37,24,39,3,0.26,35.27,,30,31,39,5,0.16,33.85
267,7123,70118,70014,1,90,1,,,Kk,125,KSk,95,4,8,29,45,26,9,1.32,1.42,5,29,47,24,9,1.23,0.57
268,7123,70118,70067,1,10,2,,,Kl,128,KSl,94,4,4,8,54,38,4,1.3,1.68,6,8,51,41,2,1.45,0.74
269,7124,70119,70014,1,100,1,,,Kk,125,KSk,95,4,8,29,45,26,9,1.32,1.42,5,29,47,24,9,1.23,0.57
270,7125,70120,70015,1,80,1,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
271,7125,70120,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
272,7125,70120,70032,1,10,3,,,Ch,43,CHh,52,4,4,23,54,23,7,1.22,2.09,17,26,52,22,7,1.35,0.89
273,7126,70121,70015,1,80,1,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
274,7126,70121,70048,1,10,2,,,Mo,154,GRh,79,4,10,25,54,21,7,1.31,1.6,10,23,49,28,5,1.49,0.4
275,7126,70121,70058,1,10,3,,,Hl,103,PHl,134,4,4,35,40,25,9,1.29,1.68,5,30,36,34,5,1.37,0.68
276,7127,70122,70015,1,90,1,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
277,7127,70122,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
278,7128,70123,70015,1,90,1,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
279,7128,70123,70048,1,10,2,,,Mo,154,GRh,79,4,10,25,54,21,7,1.31,1.6,10,23,49,28,5,1.49,0.4
280,7129,70124,70015,1,100,1,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
281,7130,70125,70016,1,70,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
282,7130,70125,70011,1,20,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
283,7130,70125,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
284,7131,70126,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
285,7131,70126,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
286,7131,70126,70042,1,10,3,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
287,7132,70127,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
288,7132,70127,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
289,7132,70127,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
290,7133,70128,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
291,7133,70128,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
292,7133,70128,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
293,7134,70129,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
294,7134,70129,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
295,7134,70129,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
296,7135,70130,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
297,7135,70130,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
298,7135,70130,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
299,7136,70131,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
300,7136,70131,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
301,7136,70131,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
302,7137,70132,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
303,7137,70132,70038,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
304,7137,70132,70039,1,10,3,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
305,7138,70133,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
306,7138,70133,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
307,7138,70133,70039,1,10,3,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
308,7139,70134,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
309,7139,70134,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
310,7139,70134,70039,1,10,3,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
311,7140,70135,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
312,7140,70135,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
313,7140,70135,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
314,7141,70136,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
315,7141,70136,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
316,7141,70136,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
317,7142,70137,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
318,7142,70137,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
319,7142,70137,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
320,7143,70138,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
321,7143,70138,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
322,7143,70138,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
323,7144,70139,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
324,7144,70139,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
325,7144,70139,70087,1,10,3,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
326,7145,70140,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
327,7145,70140,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
328,7145,70140,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
329,7146,70141,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
330,7146,70141,70012,1,10,2,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
331,7146,70141,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
332,7147,70142,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
333,7147,70142,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
334,7147,70142,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
335,7148,70143,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
336,7148,70143,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
337,7148,70143,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
338,7149,70144,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
339,7149,70144,70042,1,10,2,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
340,7149,70144,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
341,7150,70145,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
342,7150,70145,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
343,7150,70145,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
344,7151,70146,70016,1,80,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
345,7151,70146,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
346,7151,70146,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
347,7152,70147,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
348,7152,70147,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
349,7153,70148,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
350,7153,70148,70012,1,10,2,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
351,7154,70149,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
352,7154,70149,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
353,7155,70150,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
354,7155,70150,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
355,7156,70151,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
356,7156,70151,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
357,7157,70152,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
358,7157,70152,70038,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
359,7158,70153,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
360,7158,70153,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
361,7159,70154,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
362,7159,70154,70041,1,10,2,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
363,7160,70155,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
364,7160,70155,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
365,7161,70156,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
366,7161,70156,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
367,7162,70157,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
368,7162,70157,70074,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
369,7163,70158,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
370,7163,70158,70075,1,10,2,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
371,7164,70159,70016,1,90,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
372,7164,70159,70087,1,10,2,,,Ud,199,LPd,99,4,23,76,14,10,11,1.47,0.65,,,,,,,
373,7165,70160,70016,1,100,1,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
374,7166,70161,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
375,7166,70161,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
376,7166,70161,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
377,7166,70161,70075,1,10,4,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
378,7167,70162,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
379,7167,70162,70018,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
380,7167,70162,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
381,7167,70162,70070,1,10,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
382,7168,70163,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
383,7168,70163,70018,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
384,7168,70163,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
385,7168,70163,70073,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
386,7169,70164,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
387,7169,70164,70038,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
388,7169,70164,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
389,7169,70164,70075,1,10,4,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
390,7170,70165,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
391,7170,70165,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
392,7170,70165,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
393,7170,70165,70073,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
394,7171,70166,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
395,7171,70166,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
396,7171,70166,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
397,7171,70166,70075,1,10,4,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
398,7172,70167,70017,1,70,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
399,7172,70167,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
400,7172,70167,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
401,7172,70167,70079,1,10,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
402,7173,70168,70017,1,80,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
403,7173,70168,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
404,7173,70168,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
405,7174,70169,70017,1,80,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
406,7174,70169,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
407,7174,70169,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
408,7175,70170,70017,1,80,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
409,7175,70170,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
410,7175,70170,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
411,7176,70171,70017,1,80,1,,,Ph,165,PZh,149,4,15,50,40,10,9,1.41,5.27,15,55,35,10,11,1.44,0.81
412,7176,70171,70018,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
413,7176,70171,70025,0,10,3,,,RK,226,RK,196,,,,,,,,,,,,,,,
